,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons),Year,population,county,year
518,INV-09962000011,01/23/2018,3932,Main Street Spirits / Mapleton,311 Main St,Mapleton,51034.0,POINT (-95.79375 42.165915),67.0,MONONA,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,26827,Jack Daniels Old #7 Black Lbl,12,1000,18.89,28.34,12,340.08,12.0,3.17,2018,,,
519,INV-09980400007,01/24/2018,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536.0,POINT (-94.678807 43.10937),74.0,PALO ALTO,1011100.0,Blended Whiskies,260,DIAGEO AMERICAS,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.94,6,107.64,10.5,2.77,2018,,,
520,INV-10012100039,01/25/2018,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314.0,POINT (-91.410401 41.918328),57.0,LINN,1031100.0,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,300,5478.0,300.0,79.25,2018,,,
521,INV-09971000017,01/23/2018,3742,Wal-Mart 1625 / Lemars,1111 Holton Dr,Lemars,51031.0,POINT (-96.185499 42.780675),75.0,PLYMOUTH,1091200.0,Neutral Grain Spirits,434,LUXCO INC,41846,Everclear Alcohol,12,750,9.0,13.5,12,162.0,9.0,2.38,2018,,,
522,INV-09978400021,01/24/2018,5080,C's Liquor Store,719 2nd Ave W,Spencer,51301.0,POINT (-95.147741 43.14521),21.0,CLAY,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30.0,45.0,1,45.0,3.0,0.79,2018,,,
523,INV-09910300030,01/19/2018,3963,Tobacco Hut #14 / Council Bluffs,1925 W Broadway,Council Bluffs,51501.0,POINT (-95.873073 41.261866),78.0,POTTAWATTA,1011200.0,Straight Bourbon Whiskies,259,Heaven Hill Brands,17956,Evan Williams Str Bourbon,12,750,7.74,11.61,4,46.44,3.0,0.79,2018,,,
524,INV-10016000002,01/25/2018,5125,Cash Saver  /  E Euclid Ave,1320 E  Euclid Ave,Des Moines,50316.0,POINT (-93.602851 41.627778),77.0,POLK,1031100.0,American Vodkas,255,Infinium Spirits,37888,Seagrams Vodka,6,1750,10.0,15.0,6,90.0,10.5,2.77,2018,,,
525,INV-09959300015,01/23/2018,5126,Price Chopper  /  Merle Hay,4343 Merle Hay Rd,Des Moines,50310.0,POINT (-93.697647 41.63740800000001),77.0,POLK,1011200.0,Straight Bourbon Whiskies,55,SAZERAC NORTH AMERICA,21598,Ten High,6,1750,8.91,13.37,6,83.16,10.5,2.77,2018,,,
526,INV-10019100007,01/25/2018,2592,Hy-Vee Drugstore / Marshalltown,1712 S Center  St,Marshalltown,50158.0,POINT (-92.91250500000001 42.027531),64.0,MARSHALL,1081600.0,Whiskey Liqueur,259,Heaven Hill Brands,27453,Cinerator Mini,12,500,4.25,6.38,2,12.76,1.0,0.26,2018,,,
527,INV-09962000032,01/23/2018,3932,Main Street Spirits / Mapleton,311 Main St,Mapleton,51034.0,POINT (-95.79375 42.165915),67.0,MONONA,1062300.0,Aged Dark Rum,35,BACARDI USA INC,43109,Bacardi Black,12,750,8.25,12.38,1,12.38,0.75,0.2,2018,,,
528,INV-09928200026,01/22/2018,2601,Hy-Vee Food Store / Fairfield,1300 West Burlington Ave,Fairfield,52556.0,POINT (-91.978702 41.006456),51.0,JEFFERSON,1031100.0,American Vodkas,260,DIAGEO AMERICAS,38008,Smirnoff PET 80prf,6,1750,14.75,22.13,6,132.78,10.5,2.77,2018,18256,,
529,INV-10036000015,01/26/2018,3930,Kuennen's Liquor Store,106 W Mains St Po Box 142,St Lucas,52166.0,,33.0,FAYETTE,1081400.0,American Schnapps,65,Jim Beam Brands,82607,Dekuyper Sour Apple Pucker,12,1000,7.87,11.81,12,141.72,12.0,3.17,2018,19679,,
530,INV-10012300007,01/25/2018,5511,The Depot North Liberty,1290 S Dubuque St,North Liberty,52317.0,,52.0,JOHNSON,1081200.0,Cream Liqueurs,305,Mhw LTD,73051,Rumchata Mini,12,500,8.87,13.31,1,13.31,0.5,0.13,2018,,,
531,INV-09991600043,01/24/2018,2637,Hy-Vee #5 / Davenport,2351 W Locust,Davenport,52804.0,POINT (-90.611972 41.538207),82.0,SCOTT,1012200.0,Scotch Whiskies,260,DIAGEO AMERICAS,10008,Scoresby Rare Scotch,6,1750,10.5,15.75,6,94.5,10.5,2.77,2018,,,
532,INV-09924700044,01/22/2018,3762,Wine and Spirits Gallery,7690 Hickman Rd,Windsor Heights,50322.0,,77.0,POLK,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,19473,Maker's Mark,24,200,5.0,7.5,2,14.8,0.4,0.11,2018,,,
533,INV-10003000043,01/25/2018,3731,Wal-Mart 1241 / Davenport,5811 Elmore Ave,Davenport,52807.0,POINT (-90.525525 41.580212),82.0,SCOTT,1031200.0,American Flavored Vodka,260,DIAGEO AMERICAS,77875,Smirnoff Sours Green Apple,12,750,8.25,12.38,12,148.56,9.0,2.38,2018,,,
534,INV-09987600010,01/24/2018,2596,Hy-Vee / Regal Liquors and Video,2453 North Court,Ottumwa,52501.0,,90.0,WAPELLO,1011200.0,Straight Bourbon Whiskies,184,FOUR ROSES DISTILLERY,18348,Four Roses Small Batch,6,750,15.17,22.76,2,45.52,1.5,0.4,2018,34991,,
535,INV-10016400034,01/25/2018,2627,Hy-Vee Wine & Spirits #1 / MLK,3424 Martin Luther King Jr Pkw,Des Moines,50310.0,POINT (-93.65129 41.626668),77.0,POLK,1031100.0,American Vodkas,260,DIAGEO AMERICAS,37993,Smirnoff 80prf,48,200,2.54,3.81,12,45.72,2.4,0.63,2018,,,
536,INV-09919900013,01/22/2018,2575,Hy-Vee Food Store #1 / Waterloo,2834 Ansborough Ave,Waterloo,50702.0,POINT (-92.37662400000002 42.471767),7.0,BLACK HAWK,1012100.0,Canadian Whiskies,260,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.59,23.39,12,280.68,9.0,2.38,2018,131723,,
537,INV-09913700016,01/22/2018,4945,Osage Liquors,"508, Main St",Osage,50461.0,POINT (-92.814028 43.284116),66.0,MITCHELL,1062200.0,White Rum,35,BACARDI USA INC,43127,Bacardi Superior Rum,12,1000,9.5,14.25,2,28.5,2.0,0.53,2018,10571,,
538,INV-10031100013,01/26/2018,5505,Liquor Barn II,721 Central Ave W,Hampton,50441.0,POINT (-93.21693 42.741728),35.0,FRANKLIN,1031100.0,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77,2018,,,
539,INV-09924300027,01/22/2018,2673,Hy-Vee # 6/ Des Moines,420 Court Ave,Des Moines,50309.0,POINT (-93.62245400000002 41.584842),77.0,POLK,1062200.0,White Rum,434,LUXCO INC,45278,Paramount White Rum,6,1750,7.84,11.76,6,70.56,10.5,2.77,2018,,,
540,INV-10028100046,01/26/2018,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311.0,,77.0,POLK,1031100.0,American Vodkas,300,McCormick Distilling Co.,40118,Dueces Wild Vodka,6,1750,6.67,10.01,6,60.06,10.5,2.77,2018,,,
541,INV-09948100034,01/23/2018,2549,Hy-Vee Food Store / Indianola,910 N Jefferson,Indianola,50125.0,,91.0,WARREN,1032100.0,Imported Vodkas,370,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80 Prf,12,750,11.49,17.24,12,206.88,9.0,2.38,2018,,,
542,INV-10023000057,01/25/2018,2561,Hy-Vee Food Store / Fleur / DSM,4605 Fleur Drive,Des Moines,50321.0,POINT (-93.64494300000001 41.542748),77.0,POLK,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,27780,Jim Beam Apple Mini,12,500,5.4,8.1,1,8.1,0.5,0.13,2018,,,
543,INV-10037000012,01/26/2018,4183,Fareway Stores #589 / Decorah,103 E Main,Decorah,52101.0,POINT (-91.785286 43.303291),96.0,WINNESHIEK,1062500.0,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut Rum,12,750,7.49,11.24,12,134.88,9.0,2.38,2018,,,
544,INV-09991600028,01/24/2018,2637,Hy-Vee #5 / Davenport,2351 W Locust,Davenport,52804.0,POINT (-90.611972 41.538207),82.0,SCOTT,1031100.0,American Vodkas,55,SAZERAC NORTH AMERICA,37938,Skol Vodka,6,1750,7.11,10.67,6,64.02,10.5,2.77,2018,,,
545,INV-09983400195,01/24/2018,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010.0,,85.0,STORY,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,12,204.12,12.0,3.17,2018,,,
546,INV-09988600003,01/24/2018,5300,Yesway Store # 10013/ Ottumwa,534 Church St,Otumwa,52501.0,POINT (-92.418553 41.009435),90.0,WAPELLO,1031100.0,American Vodkas,434,LUXCO INC,36306,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.0,2.38,2018,34991,,
547,INV-09993800004,01/24/2018,4558,Kum & Go #226 / Sioux City,1373 Pierce St,Sioux City,51105.0,POINT (-96.405013 42.504732),97.0,WOODBURY,1062200.0,White Rum,35,BACARDI USA INC,43124,Bacardi Superior Rum,24,375,4.5,6.75,24,162.0,9.0,2.38,2018,,,
548,INV-10021300036,01/25/2018,3899,Wal-Mart 3762 / WDM,6365 Stagecoach Dr,West Des Moines,50266.0,POINT (-93.795512 41.558107),77.0,POLK,1062100.0,Gold Rum,35,BACARDI USA INC,43038,Bacardi Gold Rum,6,1750,15.0,22.5,6,135.0,10.5,2.77,2018,,,
549,INV-09978300141,01/24/2018,2565,Hy-Vee Food Store / Spencer,819 N Grand Ave,Spencer,51301.0,POINT (-95.14506 43.145897),21.0,CLAY,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,19478,Maker's Mark,6,1750,32.5,48.75,3,155.88,5.25,1.39,2018,,,
550,INV-09973100035,01/24/2018,2523,Hy-Vee Food Store / Centerville,414 N 18th St,Centerville,52544.0,POINT (-92.86795 40.735639),4.0,APPANOOSE,1081300.0,American Cordials & Liqueur,434,LUXCO INC,76488,Paramount Amaretto,6,1750,8.07,12.11,6,72.66,10.5,2.77,2018,,,
551,INV-09935000009,01/22/2018,2459,Reinhart Foods,200 State Po Box 98,Guthrie Center,50115.0,,39.0,GUTHRIE,1012200.0,Scotch Whiskies,260,DIAGEO AMERICAS,10278,Usher's Green Stripe,6,1750,10.0,15.0,1,15.0,1.75,0.46,2018,,,
552,INV-09965700170,01/23/2018,2572,Hy-Vee Food Store / Cedar Falls,6301 University,Cedar Falls,50613.0,POINT (-92.435236 42.512789),7.0,BLACK HAWK,1082000.0,Imported Cordials & Liqueurs,55,SAZERAC NORTH AMERICA,64601,Caravella Limoncello,6,750,11.25,16.88,2,33.76,1.5,0.4,2018,131723,,
553,INV-09953900132,01/23/2018,4167,"Iowa Street Market, Inc.",1256 Iowa St,Dubuque,52001.0,POINT (-90.668138 42.504959),31.0,DUBUQUE,1082000.0,Imported Cordials & Liqueurs,35,BACARDI USA INC,47863,D'usse VSOP,12,375,16.34,24.51,4,98.04,1.5,0.4,2018,,,
554,INV-09953300087,01/23/2018,5427,Beecher Liquor,1691 Asbury Rd,Dubuque,52001.0,POINT (-90.696886 42.500775000000004),31.0,DUBUQUE,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67522,Kahlua Coffee Liqueur Mini,12,500,6.6,9.9,1,9.9,0.5,0.13,2018,,,
555,INV-09977800024,01/24/2018,3783,Dyno's Wine and Spirits / Pocahontas,14 1/2 E Elm,Pocahontas,50574.0,POINT (-94.66731100000001 42.732607),76.0,POCAHONTAS,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86884,Southern Comfort,24,375,4.78,7.17,4,28.68,1.5,0.4,2018,,,
556,INV-09953300043,01/23/2018,5427,Beecher Liquor,1691 Asbury Rd,Dubuque,52001.0,POINT (-90.696886 42.500775000000004),31.0,DUBUQUE,1042100.0,Imported Dry Gins,260,DIAGEO AMERICAS,28867,Tanqueray Gin,12,1000,15.5,23.25,12,279.0,12.0,3.17,2018,,,
557,INV-10018300126,01/25/2018,2544,Hy-Vee Food Store / Marshalltown,802 South Center,Marshalltown,50158.0,POINT (-92.912817 42.039205),64.0,MARSHALL,1062400.0,Spiced Rum,259,Heaven Hill Brands,43022,Admiral Nelson Spiced Rum Mini,12,500,3.78,5.67,1,5.67,0.5,0.13,2018,,,
558,INV-10041800037,01/26/2018,5327,Mega Saver,3540 W Broadway,Council Bluffs,51501.0,POINT (-95.903763 41.261907),78.0,POTTAWATTA,1081300.0,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75208,Kinky Liqueur Mini,6,500,4.84,7.26,6,43.56,3.0,0.79,2018,,,
559,INV-09990000005,01/24/2018,2603,Hy-Vee Wine and Spirits / Bettendorf,2890 Devils Glen Road,Bettendorf,52722.0,POINT (-90.483701 41.552338),82.0,SCOTT,1031200.0,American Flavored Vodka,434,LUXCO INC,35179,Pearl Blueberry Vodka,12,750,7.0,10.5,12,126.0,9.0,2.38,2018,,,
560,INV-09928300007,01/22/2018,4021,Wal-Mart 0985 / Fairfield,2701 W Burlington Ave,Fairfield,52556.0,POINT (-91.993721 41.006375),51.0,JEFFERSON,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,19068,Jim Beam,6,1750,20.99,31.49,6,188.94,10.5,2.77,2018,18256,,
561,INV-09954800013,01/23/2018,4766,Keywest Conoco / Dubuque,2150 Twin Valley Dr,Dubuque,52003.0,POINT (-90.674579 42.459905),31.0,DUBUQUE,1011200.0,Straight Bourbon Whiskies,65,Jim Beam Brands,19066,Jim Beam,12,750,10.49,15.74,12,188.88,9.0,2.38,2018,,,
562,INV-10028100055,01/26/2018,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311.0,,77.0,POLK,1062400.0,Spiced Rum,434,LUXCO INC,44658,Lady Bligh Spiced Rum,6,1750,11.0,16.5,4,66.0,7.0,1.85,2018,,,
563,INV-09987400032,01/24/2018,2600,Hy-Vee Food Store / Oskaloosa,110  S  D  St,Oskaloosa,52577.0,POINT (-92.649764 41.295218),62.0,MAHASKA,1031100.0,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka,12,750,3.34,5.01,12,60.12,9.0,2.38,2018,22018,,
564,INV-09907800003,01/19/2018,5051,Oasis,630 SW  9TH ST,Des Moines,50309.0,POINT (-93.624735 41.575661),77.0,POLK,1041100.0,American Dry Gins,370,PERNOD RICARD USA,32232,Seagrams Extra Dry Gin,48,100,0.97,1.46,6,8.76,0.6,0.16,2018,,,
565,INV-10004700130,01/25/2018,4988,Happy's Wine & Spirits,5925 University Ave,Cedar Falls,50613.0,POINT (-92.429331 42.512766),7.0,BLACK HAWK,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,308,Jack Daniel's 4YR Rye Single Barrel,6,750,27.49,41.24,3,123.72,2.25,0.59,2018,131723,,
566,INV-09967300025,01/23/2018,4265,Kwik Stop 3 / Waterloo,1104 Washington St,Waterloo,50702.0,POINT (-92.336965 42.489106),7.0,BLACK HAWK,1011100.0,Blended Whiskies,297,Laird & Company,23827,Five Star,12,1000,4.4,6.6,6,39.6,6.0,1.59,2018,131723,,
567,INV-10013200014,01/25/2018,2579,Hy-Vee Food Store / Grinnell,320 West Street South,Grinnell,50112.0,POINT (-92.727343 41.7283),79.0,POWESHIEK,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11777,Black Velvet,12,1000,6.63,9.95,12,119.4,12.0,3.17,2018,,,
568,INV-09984100128,01/24/2018,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010.0,POINT (-93.619455 42.022848),85.0,STORY,1071100.0,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77,2018,,,
569,INV-10008800025,01/25/2018,3713,Wal-Mart 0810 / Mason City,4151  4th St SW,Mason City,50401.0,POINT (-93.261648 43.148239),17.0,CERRO GORD,1031100.0,American Vodkas,297,Laird & Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,24,259.2,42.0,11.1,2018,,,
570,INV-09923600017,01/22/2018,4599,Quik Trip #500 / Hubbell DM,3700 Hubbell Ave,Des Moines,50317.0,,77.0,POLK,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,26823,Jack Daniels Old #7 Black Lbl,48,200,4.23,6.35,5,31.75,1.0,0.26,2018,,,
571,INV-09963900009,01/23/2018,3855,Dyno's Wine and Spirits / Storm Lake,1201 1/2 Lakeshore Dr,Storm Lake,50588.0,,11.0,BUENA VIST,1031100.0,American Vodkas,205,E & J Gallo Winery,39466,New Amsterdam 100prf,12,750,8.5,12.75,2,25.5,1.5,0.4,2018,,,
572,INV-10031700010,01/26/2018,2657,Hy-Vee Food Store / Bedford,1604 Bent,Bedford,50833.0,POINT (-94.72557800000001 40.676171),87.0,TAYLOR,1031100.0,American Vodkas,260,DIAGEO AMERICAS,37416,Popov Vodka 80 Prf,12,750,4.5,6.75,12,81.0,9.0,2.38,2018,,,
573,INV-09952700093,01/23/2018,2524,Hy-Vee Food Store / Dubuque,3500 Dodge St,Dubuque,52001.0,,31.0,DUBUQUE,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86881,Southern Comfort Mini,10,600,5.65,8.48,1,8.48,0.6,0.16,2018,,,
574,INV-09925700025,01/22/2018,4673,Sonny's Super Market / West Point,327 5th St,West Point,52656.0,POINT (-91.452491 40.717867),56.0,LEE,1011600.0,Straight Rye Whiskies,421,SAZERAC COMPANY  INC,27100,Sazerac Rye,6,750,16.94,25.41,2,50.82,1.5,0.4,2018,,,
575,INV-09956200133,01/23/2018,2666,Hy-Vee Food Store #2 / State Ankeny,2510 SW State St,Ankeny,50023.0,POINT (-93.621824 41.705188),77.0,POLK,1081100.0,Coffee Liqueurs,421,SAZERAC COMPANY  INC,67586,Kapali Coffee Liqueur,12,750,5.05,7.58,1,8.58,0.75,0.2,2018,,,
576,INV-09951900023,01/23/2018,2624,Hy-Vee #2 / Dubuque,2395 NW Arterial Rd,Dubuque,52002.0,POINT (-90.741064 42.516633),31.0,DUBUQUE,1082000.0,Imported Cordials & Liqueurs,410,Patron Spirits Company,64736,Citronge,12,750,13.75,20.63,2,41.26,1.5,0.4,2018,,,
577,INV-09985100051,01/24/2018,3943,Good and Quick Co,519 Lincolnway,Nevada,50201.0,POINT (-93.464816 42.022781),85.0,STORY,1011100.0,Blended Whiskies,380,Phillips Beverage,39770,UV Cake Mini,12,500,4.4,6.6,1,6.6,0.5,0.13,2018,,,
578,INV-09945700068,01/23/2018,4757,EZ Mart / Bondurant,1111 SE Lincoln St,Bondurant,50035.0,POINT (-93.457069 41.692534),77.0,POLK,1011200.0,Straight Bourbon Whiskies,55,SAZERAC NORTH AMERICA,21598,Ten High,6,1750,8.91,13.37,6,83.16,10.5,2.77,2018,,,
579,INV-09991400009,01/24/2018,5319,West Side Grocery,1802 W 7th St,Davenport,52802.0,POINT (-90.60134 41.526774),82.0,SCOTT,1011100.0,Blended Whiskies,297,Laird & Company,23626,Five Star Pet,12,750,3.5,5.25,12,63.0,9.0,2.38,2018,,,
580,INV-09912300108,01/22/2018,2651,Hy-Vee / Waverly,1311 4 Street SW,Waverly,50677.0,POINT (-92.475403 42.712263),9.0,BREMER,1082200.0,Imported Schnapps,260,DIAGEO AMERICAS,65066,Goldschlager Cinnamon Schnapps,12,750,13.0,19.5,1,19.5,0.75,0.2,2018,,,
581,INV-09989800002,01/24/2018,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804.0,,82.0,SCOTT,1082200.0,Imported Schnapps,421,SAZERAC COMPANY  INC,69706,Dr. Mcgillicuddy's Root Beer Schnapps,12,750,8.66,12.99,4,51.96,3.0,0.79,2018,,,
582,INV-09960900003,01/23/2018,4490,Casey's General Store #2766 / Cedar Rapids,380 33rd Ave SW,Cedar Rapids,52404.0,POINT (-91.67222100000001 41.944954),57.0,LINN,1012100.0,Canadian Whiskies,115,CONSTELLATION BRANDS INC,11774,Black Velvet,24,375,3.07,4.61,8,36.88,3.0,0.79,2018,,,
583,INV-10007700035,01/25/2018,4873,Casey's General Store #2559 / Granger,"1802, Sycamore St",Granger,50109.0,POINT (-93.824366 41.758781),25.0,DALLAS,1062400.0,Spiced Rum,353,"John Ernest Distillery, Inc.",74936,Holy Hell,12,750,9.5,14.25,3,42.75,2.25,0.59,2018,,,
584,INV-09967800048,01/23/2018,5174,Jim's Food   /  Sullivan Ave,"437, Sullivan Ave",Waterloo,50701.0,POINT (-92.355915 42.487326),7.0,BLACK HAWK,1011400.0,Tennessee Whiskies,85,Brown Forman Corp.,86670,Jack Daniel's Tennessee Honey,12,750,15.57,23.36,1,23.36,0.75,0.2,2018,131723,,
585,INV-09934500032,01/22/2018,5362,Crossroads Wine & Spirits LLC,117 Iowa Ave,Dunlap,51529.0,POINT (-95.602969 41.854728),43.0,HARRISON,1011100.0,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27697,Bird Dog Apple Flavored Whiskey,6,750,10.0,15.0,2,30.0,1.5,0.4,2018,14105,,
586,INV-09983400067,01/24/2018,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010.0,,85.0,STORY,1011600.0,Straight Rye Whiskies,65,Jim Beam Brands,27048,Knob Creek Rye,6,750,19.94,29.91,2,59.82,1.5,0.4,2018,,,
587,INV-10028600007,01/26/2018,4092,Fareway Stores #077 / Norwalk,1711 Sunset Dr,Norwalk,50211.0,POINT (-93.675528 41.483259),91.0,WARREN,1031200.0,American Flavored Vodka,260,DIAGEO AMERICAS,77740,Smirnoff Raspberry,12,750,8.25,12.38,12,148.56,9.0,2.38,2018,,,
588,INV-10003100019,01/25/2018,5436,Smokin' Joe's #8 Tobacco and Liquor Outlet,90 W. Kimberly Rd Ste 55-56,Davenport,52806.0,,82.0,SCOTT,1082000.0,Imported Cordials & Liqueurs,35,BACARDI USA INC,47863,D'usse VSOP,12,375,16.34,24.51,1,24.51,0.38,0.1,2018,,,
589,INV-10038100009,01/26/2018,4156,Fareway Stores #412 / Oelwein,102  2nd Ave SE,Oelwein,50662.0,POINT (-91.910502 42.677024),33.0,FAYETTE,1022100.0,Mixto Tequila,421,SAZERAC COMPANY  INC,88766,Tortilla White Tequila,12,750,6.2,9.3,12,111.6,9.0,2.38,2018,19679,,
590,INV-09940100105,01/22/2018,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503.0,POINT (-95.825137 41.242732),78.0,POTTAWATTA,1022200.0,100% Agave Tequila,461,Skyy Spirits Inc,89286,Espolon Reposado,6,750,14.0,21.0,6,120.78,4.5,1.19,2018,,,
591,INV-09946200012,01/23/2018,4596,Quik Trip #534 / E University DM,2945 E University,Des Moines,50317.0,POINT (-93.558972 41.600468),77.0,POLK,1052100.0,Imported Brandies,420,MOET HENNESSY USA,48099,Hennessy VS,24,200,6.24,9.36,4,35.96,0.8,0.21,2018,,,
592,INV-09963800011,01/23/2018,4210,Sichanh Liquor Store,812 Flindt Dr,Storm Lake,50588.0,POINT (-95.189032 42.645707),11.0,BUENA VIST,1031100.0,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,24,66.96,9.0,2.38,2018,,,
593,INV-10001100094,01/24/2018,5526,Randall's Stop N Shop,320 5th St,Hudson,50643.0,POINT (-92.45494 42.406565),7.0,BLACK HAWK,1032100.0,Imported Vodkas,115,CONSTELLATION BRANDS INC,34821,Svedka Vodka,6,1750,13.0,19.5,6,117.0,10.5,2.77,2018,131723,,
594,INV-10016800094,01/25/2018,5162,Urbandale Liquor,"6401, Douglas Ave",Urbandale,50322.0,POINT (-93.705732 41.629411),77.0,POLK,1031100.0,American Vodkas,260,DIAGEO AMERICAS,38008,Smirnoff PET 80prf,6,1750,14.75,22.13,6,132.78,10.5,2.77,2018,,,
595,INV-09943100003,01/23/2018,5428,Casey's General Store # 2789/ Cedar Rapids,888 Vernon Valley Drive SE,Cedar Rapids,52403.0,POINT (-91.553516 41.977177),57.0,LINN,1041100.0,American Dry Gins,370,PERNOD RICARD USA,32236,Seagrams Extra Dry Gin,12,750,6.49,9.74,6,58.44,4.5,1.19,2018,,,
596,INV-10026900004,01/26/2018,4829,Central City 2,1501 Michigan Ave,Des Moines,50314.0,POINT (-93.613739 41.60572),77.0,POLK,1011200.0,Straight Bourbon Whiskies,55,SAZERAC NORTH AMERICA,21597,Ten High,12,1000,4.94,7.41,24,177.84,24.0,6.34,2018,,,
597,INV-09978900005,01/24/2018,5293,The Boonedocks,"228, N Hwy 71",Arnolds Park,51331.0,POINT (-95.125928 43.370941),30.0,DICKINSON,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30.0,45.0,2,90.0,6.0,1.59,2018,,,
598,INV-10017900014,01/25/2018,5303,Casey's General Store # 3508/ Marsha,108 Iowa Ave W,Marshalltown,50158.0,POINT (-92.916279 42.00706),64.0,MARSHALL,1022100.0,Mixto Tequila,395,PROXIMO,89199,Jose Cuervo Especial Reposado Square,12,375,5.5,8.25,6,49.5,2.25,0.59,2018,,,
599,INV-09942300086,01/23/2018,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411.0,POINT (-91.701581 42.030129),57.0,LINN,1062400.0,Spiced Rum,260,DIAGEO AMERICAS,43244,Captain Morgan 100 Proof Spiced Rum,12,750,10.49,15.74,2,31.48,1.5,0.4,2018,,,
600,INV-10017100110,01/25/2018,2663,Hy-Vee Food Store / Urbandale,8701 Douglas,Urbandale,50322.0,POINT (-93.739105 41.629364),77.0,POLK,1062100.0,Gold Rum,35,BACARDI USA INC,43036,Bacardi Gold Rum,12,750,8.26,12.39,12,148.68,9.0,2.38,2018,,,
601,INV-09950800019,01/23/2018,4837,Kum & Go #51 / Iowa City,323 E Burlington St,Iowa City,52240.0,POINT (-91.530633 41.657837),52.0,JOHNSON,1031100.0,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka,12,750,3.34,5.01,48,240.48,36.0,9.51,2018,,,
602,INV-09959800037,01/23/2018,4956,The Cooler,"4920, Johnson Ave NW",Cedar Rapids,52405.0,POINT (-91.734311 41.967997),57.0,LINN,1081600.0,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,30.0,45.0,1,45.0,3.0,0.79,2018,,,
603,INV-09913200007,01/22/2018,4143,Bucky's,603  E HWY 24,Lawler,52154.0,POINT (-92.14835 43.06721),19.0,CHICKASAW,1081400.0,American Schnapps,380,Phillips Beverage,83363,Ice Hole Butterscotch Schnapps,12,750,5.15,7.73,12,92.76,9.0,2.38,2018,11952,,
604,INV-10003300032,01/25/2018,2567,Hy-Vee Drugstore / Davenport,2200 West Kimberly,Davenport,52806.0,POINT (-90.608201 41.560663),82.0,SCOTT,1062500.0,Flavored Rum,65,Jim Beam Brands,44520,Cruzan Vanilla Rum,12,750,6.83,10.25,3,30.75,2.25,0.59,2018,,,
